"id","Response","key","percent_match","Scored","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Procedure.Shuffle.1","Response.RT"
"w10163667_kg","meat","rod","0",0,1,"Read","keys","Study1","U","Study Phase","Recall1",12557
"w10170329_cm","wallet","rod","0",0,1,"Read","keys","Study1","U","Study Phase","Recall1",3862
"w10170428_RG","","rod","0",0,1,"Read","keys","Study1","U","Study Phase","Recall1",22880
"w10173870_tab","meat","rod","0",0,1,"Read","keys","Study1","U","Study Phase","Recall1",4484
"w10080067GH","talk","fiction","0.142857142857143",0,1,"Read","listen","Study1","U","Study Phase","Recall1",2199
"w10086872RB","song","fiction","0.285714285714286",0,1,"Read","listen","Study1","U","Study Phase","Recall1",8021
"w10089688_jp","fiction","fiction","1",1,1,"Read","listen","Study1","U","Study Phase","Recall1",56910
"w10126861SES","speak","fiction","0",0,1,"Read","listen","Study1","U","Study Phase","Recall1",5441
"w10131605TS","","fiction","0",0,1,"Read","listen","Study1","U","Study Phase","Recall1",3872
"w10134028","","fiction","0",0,1,"Read","listen","Study1","U","Study Phase","Recall1",2056
"w10136835_VEH","","fiction","0",0,1,"Read","listen","Study1","U","Study Phase","Recall1",1518
"w10137367_mpc","","fiction","0",0,1,"Read","listen","Study1","U","Study Phase","Recall1",976
"w10139896_iro","learn","fiction","0.142857142857143",0,1,"Read","listen","Study1","U","Study Phase","Recall1",7581
"w10141663MH","","fiction","0",0,1,"Read","listen","Study1","U","Study Phase","Recall1",34281
"w10142111_AGS","fiction","fiction","1",1,1,"Read","listen","Study1","U","Study Phase","Recall1",10389
"w10158214_AL","hear","fiction","0",0,1,"Read","listen","Study1","U","Study Phase","Recall1",3961
"w10158561PR","music","fiction","0.285714285714286",0,1,"Read","listen","Study1","U","Study Phase","Recall1",1968
"w10163667_kg","","fiction","0",0,1,"Read","listen","Study1","U","Study Phase","Recall1",1150
"w10170329_cm","hear","fiction","0",0,1,"Read","listen","Study1","U","Study Phase","Recall1",3623
"w10170428_RG","talk","fiction","0.142857142857143",0,1,"Read","listen","Study1","U","Study Phase","Recall1",6685
"w10173870_tab","","fiction","0",0,1,"Read","listen","Study1","U","Study Phase","Recall1",1236
"w10080067GH","trash","trash","1",1,1,"Read","litter","Study1","F","Study Phase","Recall1",3548
"w10086872RB","box","trash","0",0,1,"Read","litter","Study1","F","Study Phase","Recall1",2413
"w10089688_jp","trash","trash","1",1,1,"Read","litter","Study1","F","Study Phase","Recall1",13242
"w10126861SES","","trash","0",0,1,"Read","litter","Study1","F","Study Phase","Recall1",187
"w10131605TS","","trash","0",0,1,"Read","litter","Study1","F","Study Phase","Recall1",5485
"w10134028","","trash","0",0,1,"Read","litter","Study1","F","Study Phase","Recall1",1019
"w10136835_VEH","trash","trash","1",1,1,"Read","litter","Study1","F","Study Phase","Recall1",2904
"w10137367_mpc","box","trash","0",0,1,"Read","litter","Study1","F","Study Phase","Recall1",2527
"w10139896_iro","trash","trash","1",1,1,"Read","litter","Study1","F","Study Phase","Recall1",2308
"w10141663MH","trash","trash","1",1,1,"Read","litter","Study1","F","Study Phase","Recall1",3903
"w10142111_AGS","trash","trash","1",1,1,"Read","litter","Study1","F","Study Phase","Recall1",8745
"w10158214_AL","cats","trash","0.6",0,1,"Read","litter","Study1","F","Study Phase","Recall1",11871
"w10158561PR","garbage","trash","0.285714285714286",0,1,"Read","litter","Study1","F","Study Phase","Recall1",4457
"w10163667_kg","","trash","0",0,1,"Read","litter","Study1","F","Study Phase","Recall1",1388
"w10170329_cm","trash","trash","1",1,1,"Read","litter","Study1","F","Study Phase","Recall1",3691
"w10170428_RG","","trash","0",0,1,"Read","litter","Study1","F","Study Phase","Recall1",2493
"w10173870_tab","trash","trash","1",1,1,"Read","litter","Study1","F","Study Phase","Recall1",4082
"w10080067GH","","phone","0",0,1,"Read","maze","Study1","U","Study Phase","Recall1",5520
"w10086872RB","corn","phone","0.4",0,1,"Read","maze","Study1","U","Study Phase","Recall1",6200
"w10089688_jp","phone","phone","1",1,1,"Read","maze","Study1","U","Study Phase","Recall1",38577
"w10126861SES","bush","phone","0.2",0,1,"Read","maze","Study1","U","Study Phase","Recall1",7807
"w10131605TS","phone","phone","1",1,1,"Read","maze","Study1","U","Study Phase","Recall1",5932
"w10134028","phone","phone","1",1,1,"Read","maze","Study1","U","Study Phase","Recall1",3725
"w10136835_VEH","","phone","0",0,1,"Read","maze","Study1","U","Study Phase","Recall1",1507
"w10137367_mpc","corn","phone","0.4",0,1,"Read","maze","Study1","U","Study Phase","Recall1",2217
"w10139896_iro","lock","phone","0.2",0,1,"Read","maze","Study1","U","Study Phase","Recall1",6742
"w10141663MH","phone","phone","1",1,1,"Read","maze","Study1","U","Study Phase","Recall1",3196
"w10142111_AGS","phone","phone","1",1,1,"Read","maze","Study1","U","Study Phase","Recall1",49307
"w10158214_AL","runner","phone","0.333333333333333",0,1,"Read","maze","Study1","U","Study Phase","Recall1",7884
"w10158561PR","","phone","0",0,1,"Read","maze","Study1","U","Study Phase","Recall1",1059
"w10163667_kg","","phone","0",0,1,"Read","maze","Study1","U","Study Phase","Recall1",1112
"w10170329_cm","phone","phone","1",1,1,"Read","maze","Study1","U","Study Phase","Recall1",5174
"w10170428_RG","","phone","0",0,1,"Read","maze","Study1","U","Study Phase","Recall1",3090
"w10173870_tab","phone","phone","1",1,1,"Read","maze","Study1","U","Study Phase","Recall1",10562
"w10080067GH","keys","keys","1",1,1,"Read","meat","Study1","U","Study Phase","Recall1",2171
"w10086872RB","chicken","keys","0.285714285714286",0,1,"Read","meat","Study1","U","Study Phase","Recall1",6633
"w10089688_jp","cook","keys","0.25",0,1,"Read","meat","Study1","U","Study Phase","Recall1",13993
"w10126861SES","loaf","keys","0",0,1,"Read","meat","Study1","U","Study Phase","Recall1",5267
"w10131605TS","","keys","0",0,1,"Read","meat","Study1","U","Study Phase","Recall1",5314
"w10134028","great","keys","0.2",0,1,"Read","meat","Study1","U","Study Phase","Recall1",3927
"w10136835_VEH","","keys","0",0,1,"Read","meat","Study1","U","Study Phase","Recall1",1199
"w10137367_mpc","keys","keys","1",1,1,"Read","meat","Study1","U","Study Phase","Recall1",25679
"w10139896_iro","steak","keys","0.6",0,1,"Read","meat","Study1","U","Study Phase","Recall1",3538
"w10141663MH","keys","keys","1",1,1,"Read","meat","Study1","U","Study Phase","Recall1",2983
"w10142111_AGS","keys","keys","1",1,1,"Read","meat","Study1","U","Study Phase","Recall1",8566
"w10158214_AL","food","keys","0",0,1,"Read","meat","Study1","U","Study Phase","Recall1",20253
"w10158561PR","","keys","0",0,1,"Read","meat","Study1","U","Study Phase","Recall1",2963
"w10163667_kg","keys","keys","1",1,1,"Read","meat","Study1","U","Study Phase","Recall1",3727
"w10170329_cm","pork","keys","0.25",0,1,"Read","meat","Study1","U","Study Phase","Recall1",5047
"w10170428_RG","","keys","0",0,1,"Read","meat","Study1","U","Study Phase","Recall1",11191
"w10173870_tab","keys","keys","1",1,1,"Read","meat","Study1","U","Study Phase","Recall1",3195
"w10080067GH","maroon","maroon","1",1,1,"Read","mirror","Study1","U","Study Phase","Recall1",2452
"w10086872RB","face","maroon","0.166666666666667",0,1,"Read","mirror","Study1","U","Study Phase","Recall1",5524
"w10089688_jp","maroon","maroon","1",1,1,"Read","mirror","Study1","U","Study Phase","Recall1",7684
"w10126861SES","mammoth","maroon","0.428571428571429",0,1,"Read","mirror","Study1","U","Study Phase","Recall1",10180
"w10131605TS","","maroon","0",0,1,"Read","mirror","Study1","U","Study Phase","Recall1",4298
"w10134028","","maroon","0",0,1,"Read","mirror","Study1","U","Study Phase","Recall1",846
"w10136835_VEH","wall","maroon","0.166666666666667",0,1,"Read","mirror","Study1","U","Study Phase","Recall1",2576
"w10137367_mpc","maze","maroon","0.333333333333333",0,1,"Read","mirror","Study1","U","Study Phase","Recall1",8162
"w10139896_iro","reflection","maroon","0.3",0,1,"Read","mirror","Study1","U","Study Phase","Recall1",7980
"w10141663MH","m","maroon","0.166666666666667",0,1,"Read","mirror","Study1","U","Study Phase","Recall1",9573
"w10142111_AGS","maroon","maroon","1",1,1,"Read","mirror","Study1","U","Study Phase","Recall1",16752
"w10158214_AL","square","maroon","0.333333333333333",0,1,"Read","mirror","Study1","U","Study Phase","Recall1",52508
"w10158561PR","","maroon","0",0,1,"Read","mirror","Study1","U","Study Phase","Recall1",1021
"w10163667_kg","","maroon","0",0,1,"Read","mirror","Study1","U","Study Phase","Recall1",1004
"w10170329_cm","self","maroon","0",0,1,"Read","mirror","Study1","U","Study Phase","Recall1",3569
"w10170428_RG","wall","maroon","0.166666666666667",0,1,"Read","mirror","Study1","U","Study Phase","Recall1",8262
"w10173870_tab","maroon","maroon","1",1,1,"Read","mirror","Study1","U","Study Phase","Recall1",10149
"w10080067GH","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",3725
"w10080067GH","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",2898
"w10086872RB","pull","donkey","0",0,1,"Read","mule","Study1","F","Study Phase","Recall1",8721
"w10086872RB","pull","donkey","0",0,1,"Read","mule","Study1","F","Study Phase","Recall1",10348
"w10089688_jp","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",11753
"w10089688_jp","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",4362
"w10126861SES","","donkey","0",0,1,"Read","mule","Study1","F","Study Phase","Recall1",427
"w10126861SES","","donkey","0",0,1,"Read","mule","Study1","F","Study Phase","Recall1",197
"w10131605TS","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",4123
"w10131605TS","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",3627
"w10134028","deer","donkey","0.333333333333333",0,1,"Read","mule","Study1","F","Study Phase","Recall1",2786
"w10134028","deer","donkey","0.333333333333333",0,1,"Read","mule","Study1","F","Study Phase","Recall1",2278
"w10136835_VEH","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",2194
"w10136835_VEH","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",3879
"w10137367_mpc","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",5579
"w10137367_mpc","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",2747
"w10139896_iro","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",2023
"w10139896_iro","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",1895
"w10141663MH","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",3618
"w10141663MH","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",3116
"w10142111_AGS","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",4670
"w10142111_AGS","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",14568
"w10158214_AL","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",6379
"w10158214_AL","donket","donkey","0.833333333333333",1,1,"Read","mule","Study1","F","Study Phase","Recall1",7648
"w10158561PR","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",2610
"w10158561PR","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",2445
"w10163667_kg","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",14670
"w10163667_kg","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",3630
"w10170329_cm","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",4166
"w10170329_cm","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",4083
"w10170428_RG","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",3284
"w10170428_RG","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",3421
"w10173870_tab","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",4060
"w10173870_tab","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase","Recall1",3005
"w10080067GH","bed","sleep","0.2",0,1,"Read","nap","Study1","F","Study Phase","Recall1",1797
"w10086872RB","sleep ","sleep","0.833333333333333",1,1,"Read","nap","Study1","F","Study Phase","Recall1",4170
"w10089688_jp","sleep","sleep","1",1,1,"Read","nap","Study1","F","Study Phase","Recall1",3444
"w10126861SES","","sleep","0",0,1,"Read","nap","Study1","F","Study Phase","Recall1",210
"w10131605TS","sleep","sleep","1",1,1,"Read","nap","Study1","F","Study Phase","Recall1",3224
"w10134028","sleep","sleep","1",1,1,"Read","nap","Study1","F","Study Phase","Recall1",3513
"w10136835_VEH","time","sleep","0.2",0,1,"Read","nap","Study1","F","Study Phase","Recall1",3933
"w10137367_mpc","sleep","sleep","1",1,1,"Read","nap","Study1","F","Study Phase","Recall1",15874
"w10139896_iro","sleep","sleep","1",1,1,"Read","nap","Study1","F","Study Phase","Recall1",4877
"w10141663MH","day","sleep","0",0,1,"Read","nap","Study1","F","Study Phase","Recall1",3613
"w10142111_AGS","sleep","sleep","1",1,1,"Read","nap","Study1","F","Study Phase","Recall1",9936
"w10158214_AL","night","sleep","0",0,1,"Read","nap","Study1","F","Study Phase","Recall1",53045
"w10158561PR","time","sleep","0.2",0,1,"Read","nap","Study1","F","Study Phase","Recall1",2256
"w10163667_kg","sleep","sleep","1",1,1,"Read","nap","Study1","F","Study Phase","Recall1",15807
"w10170329_cm","sleep","sleep","1",1,1,"Read","nap","Study1","F","Study Phase","Recall1",3716
"w10170428_RG","sleep","sleep","1",1,1,"Read","nap","Study1","F","Study Phase","Recall1",5086
"w10173870_tab","","sleep","0",0,1,"Read","nap","Study1","F","Study Phase","Recall1",1549
"w10080067GH","flower","flower","1",1,1,"Read","orchid","Study1","F","Study Phase","Recall1",1881
"w10086872RB","flower","flower","1",1,1,"Read","orchid","Study1","F","Study Phase","Recall1",6011
"w10089688_jp","flower","flower","1",1,1,"Read","orchid","Study1","F","Study Phase","Recall1",14260
"w10126861SES","","flower","0",0,1,"Read","orchid","Study1","F","Study Phase","Recall1",173
"w10131605TS","","flower","0",0,1,"Read","orchid","Study1","F","Study Phase","Recall1",1944
"w10134028","","flower","0",0,1,"Read","orchid","Study1","F","Study Phase","Recall1",1191
"w10136835_VEH","flower","flower","1",1,1,"Read","orchid","Study1","F","Study Phase","Recall1",2957
"w10137367_mpc","flower","flower","1",1,1,"Read","orchid","Study1","F","Study Phase","Recall1",2587
"w10139896_iro","flower","flower","1",1,1,"Read","orchid","Study1","F","Study Phase","Recall1",1738
"w10141663MH","flower","flower","1",1,1,"Read","orchid","Study1","F","Study Phase","Recall1",3538
"w10142111_AGS","flower","flower","1",1,1,"Read","orchid","Study1","F","Study Phase","Recall1",3169
"w10158214_AL","flowers ","flower","0.75",1,1,"Read","orchid","Study1","F","Study Phase","Recall1",5245
"w10158561PR","flower","flower","1",1,1,"Read","orchid","Study1","F","Study Phase","Recall1",2160
"w10163667_kg","flower","flower","1",1,1,"Read","orchid","Study1","F","Study Phase","Recall1",15706
"w10170329_cm","flower","flower","1",1,1,"Read","orchid","Study1","F","Study Phase","Recall1",5004
"w10170428_RG","flower","flower","1",1,1,"Read","orchid","Study1","F","Study Phase","Recall1",3122
"w10173870_tab","plant","flower","0.166666666666667",0,1,"Read","orchid","Study1","F","Study Phase","Recall1",3995
"w10080067GH","affection","birthday","0.333333333333333",0,1,"Read","pie","Study1","M","Study Phase","Recall1",4404
"w10086872RB","face","birthday","0.125",0,1,"Read","pie","Study1","M","Study Phase","Recall1",2836
"w10089688_jp","birthday","birthday","1",1,1,"Read","pie","Study1","M","Study Phase","Recall1",5318
"w10126861SES","","birthday","0",0,1,"Read","pie","Study1","M","Study Phase","Recall1",193
"w10131605TS","birthday","birthday","1",1,1,"Read","pie","Study1","M","Study Phase","Recall1",5473
"w10134028","","birthday","0",0,1,"Read","pie","Study1","M","Study Phase","Recall1",1022
"w10136835_VEH","finger","birthday","0.25",0,1,"Read","pie","Study1","M","Study Phase","Recall1",6475
"w10137367_mpc","birthday","birthday","1",1,1,"Read","pie","Study1","M","Study Phase","Recall1",13440
"w10139896_iro","birthday","birthday","1",1,1,"Read","pie","Study1","M","Study Phase","Recall1",17517
"w10141663MH","birthday","birthday","1",1,1,"Read","pie","Study1","M","Study Phase","Recall1",3638
"w10142111_AGS","birthday","birthday","1",1,1,"Read","pie","Study1","M","Study Phase","Recall1",5529
"w10158214_AL","birthday","birthday","1",1,1,"Read","pie","Study1","M","Study Phase","Recall1",9289
"w10158561PR","","birthday","0",0,1,"Read","pie","Study1","M","Study Phase","Recall1",1906
"w10163667_kg","birthday","birthday","1",1,1,"Read","pie","Study1","M","Study Phase","Recall1",3920
"w10170329_cm","birthday","birthday","1",1,1,"Read","pie","Study1","M","Study Phase","Recall1",4146
"w10170428_RG","cherry","birthday","0.375",0,1,"Read","pie","Study1","M","Study Phase","Recall1",5043
"w10173870_tab","birthday","birthday","1",1,1,"Read","pie","Study1","M","Study Phase","Recall1",11268
"w10080067GH","please","war","0.166666666666667",0,1,"Read","quiet","Study1","M","Study Phase","Recall1",4657
"w10086872RB","room","war","0.25",0,1,"Read","quiet","Study1","M","Study Phase","Recall1",2804
"w10089688_jp","place","war","0.2",0,1,"Read","quiet","Study1","M","Study Phase","Recall1",8326
"w10126861SES","","war","0",0,1,"Read","quiet","Study1","M","Study Phase","Recall1",106
