"Username","Response.Response","Stimuli.Answer","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Procedure.Shuffle.1","Response.RT"
"w10099070AB","","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",843
"w10099139_AB","floor","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",2896
"w10118240","circle","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",2401
"w10121373","circle","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",4507
"w10139706","","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",11191
"w10140719_esr","ballet","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",2561
"w10141507To","monkey","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",2517
"w10141560_FG","sing","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",3699
"w10141665_ljd","circle","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",7177
"w10145939_jej","sing","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",1766
"w10146497_lmk","","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",2469
"w10147723_ifv","circle","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",2995
"w10154561DH","","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",763
"w10157910IN","floor","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",3996
"w10161911MW","","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",9334
"w10162598_SNJ","jump","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",6581
"w10166105PM","","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",767
"w10167317_hms","circle","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",2792
"w1016751slc","one ","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",5718
"w10168496_hah","circle","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",3068
"w10181443km","","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",962
"w10188493_yjj","circle","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",2632
"w10193069_sc","circle","circle",3,"Read","dance","Study1","M","Study Phase2","Recall2",10366
"10120923LH","black","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",4302
"10129650KM","hair","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",2492
"10138868CH","days","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",3324
"10163652TLW","","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",1292
"10177695TW","","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",315
"10180633GS","","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",1265
"w10059303_oms","day","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",13033
"w10066961_rl","day","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",3928
"w10085218KGC","alley","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",4640
"w10099070AB","day","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",4348
"w10099139_AB","tunnel","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",2924
"w10118240","day","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",2858
"w10121373","night","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",2100
"w10139706","morning","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",3256
"w10140719_esr","day","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",2244
"w10141507To","light","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",3285
"w10141560_FG","morning","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",3182
"w10141665_ljd","day","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",1141
"w10145939_jej","light","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",2184
"w10146497_lmk","day","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",3803
"w10147723_ifv","cave","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",3023
"w10154561DH","","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",1863
"w10157910IN","day","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",3147
"w10161911MW","day","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",3329
"w10162598_SNJ","light","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",3052
"w10166105PM","","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",4112
"w10167317_hms","day","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",3278
"w1016751slc","light ","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",5160
"w10168496_hah","day","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",1891
"w10181443km","shadow","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",3929
"w10188493_yjj","","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",1244
"w10193069_sc","hide","day",3,"Read","dark","Study1","M","Study Phase2","Recall2",16858
"10120923LH","bone","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",3459
"10129650KM","","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",632
"10138868CH","wedding","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",9456
"10163652TLW","wedding","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",4095
"10177695TW","","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",301
"10180633GS","gun","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",2700
"w10059303_oms","wedding","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",2728
"w10066961_rl","","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",3699
"w10085218KGC","fry","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",11102
"w10099070AB","nail","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",4165
"w10099139_AB","tie","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",37129
"w10118240","","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",1091
"w10121373","wedding","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",4660
"w10139706","nail","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",2560
"w10140719_esr","wedding","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",3355
"w10141507To","hand","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",6295
"w10141560_FG","wedding","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",3344
"w10141665_ljd","wedding","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",1816
"w10145939_jej","wedding","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",2428
"w10146497_lmk","wedding","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",7179
"w10147723_ifv","wedding","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",3197
"w10154561DH","hand","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",14715
"w10157910IN","nail","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",3559
"w10161911MW","head","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",10272
"w10162598_SNJ","punch","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",24931
"w10166105PM","","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",786
"w10167317_hms","wedding","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",3346
"w1016751slc","one ","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",2668
"w10168496_hah","wedding","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",2867
"w10181443km","","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",933
"w10188493_yjj","","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",1165
"w10193069_sc","wedding","wedding",3,"Read","finger","Study1","M","Study Phase2","Recall2",5626
"10120923LH","bear","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",1905
"10129650KM","","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",505
"10138868CH","bangs","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",2611
"10163652TLW","","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",875
"10177695TW","","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",479
"10180633GS","","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",923
"w10059303_oms","bear","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",2293
"w10066961_rl","chain","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",6724
"w10085218KGC","blanket","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",4677
"w10099070AB","","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",2273
"w10099139_AB","hair","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",8480
"w10118240","","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",1402
"w10121373","hard","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",5792
"w10139706","blanket","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",9910
"w10140719_esr","soft","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",2296
"w10141507To","socks","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",3377
"w10141560_FG","meat","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",3993
"w10141665_ljd","bang","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",1618
"w10145939_jej","bangs","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",3236
"w10146497_lmk","","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",2028
"w10147723_ifv","dog","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",5540
"w10154561DH","","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",1660
"w10157910IN","soft","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",3759
"w10161911MW","","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",7270
"w10162598_SNJ","key","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",5142
"w10166105PM","","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",1838
"w10167317_hms","furry","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",3280
"w1016751slc","hairy ","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",4451
"w10168496_hah","","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",2870
"w10181443km","","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",1016
"w10188493_yjj","bang","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",4795
"w10193069_sc","bang","bang",3,"Read","fuzzy","Study1","U","Study Phase2","Recall2",12775
"10120923LH","take","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",3294
"10129650KM","","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",189
"10138868CH","take","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",2752
"10163652TLW","","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",1439
"10177695TW","","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",415
"10180633GS","meat","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",1736
"w10059303_oms","steak","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",4160
"w10066961_rl","take","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",3855
"w10085218KGC","meat","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",5305
"w10099070AB","take","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",3278
"w10099139_AB","get","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",2263
"w10118240","","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",1471
"w10121373","take","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",1764
"w10139706","food","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",2406
"w10140719_esr","","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",1546
"w10141507To","hand","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",2557
"w10141560_FG","take","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",1569
"w10141665_ljd","steak","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",2626
"w10145939_jej","take","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",2040
"w10146497_lmk","steak","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",5731
"w10147723_ifv","take","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",2712
"w10154561DH","steak","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",4785
"w10157910IN","take","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",1673
"w10161911MW","","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",5241
"w10162598_SNJ","thanks","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",2901
"w10166105PM","","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",931
"w10167317_hms","back","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",1959
"w1016751slc","take ","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",3519
"w10168496_hah","","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",3994
"w10181443km","","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",1687
"w10188493_yjj","take","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",1919
"w10193069_sc","take","steak",3,"Read","give","Study1","U","Study Phase2","Recall2",10556
"10120923LH","brush","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",4727
"10129650KM","ties","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",2955
"10138868CH","net","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",2275
"10163652TLW","","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",1894
"10177695TW","","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",1124
"10180633GS","dresser","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",3230
"w10059303_oms","tooth","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",2551
"w10066961_rl","","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",2868
"w10085218KGC","ball","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",3542
"w10099070AB","brush","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",4438
"w10099139_AB","furry","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",4276
"w10118240","","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",2306
"w10121373","teeth","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",1882
"w10139706","scalp","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",2271
"w10140719_esr","scalp","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",2779
"w10141507To","tooth","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",2510
"w10141560_FG","face","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",3594
"w10141665_ljd","tooth","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",1842
"w10145939_jej","soft","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",2092
"w10146497_lmk","dry","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",6033
"w10147723_ifv","clip","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",5978
"w10154561DH","head","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",2123
"w10157910IN","head","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",2295
"w10161911MW","tooth","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",4632
"w10162598_SNJ","head","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",3211
"w10166105PM","","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",797
"w10167317_hms","teeth","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",3279
"w1016751slc","head ","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",3810
"w10168496_hah","teeth","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",1876
"w10181443km","","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",6837
"w10188493_yjj","","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",1514
"w10193069_sc","spray","tooth",3,"Read","hair","Study1","M","Study Phase2","Recall2",5047
"10120923LH","teeth","clean",3,"Read","hygiene","Study1","F","Study Phase2","Recall2",2446
"10129650KM","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2","Recall2",2177
"10138868CH","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2","Recall2",3482
"10163652TLW","","clean",3,"Read","hygiene","Study1","F","Study Phase2","Recall2",1042
"10177695TW","","clean",3,"Read","hygiene","Study1","F","Study Phase2","Recall2",427
"10180633GS","","clean",3,"Read","hygiene","Study1","F","Study Phase2","Recall2",1024
